id.coral	id.uniprot	id.ensembl	id.entrez	id.HGNC	id.longname	kinase.fold	kinase.group	kinase.family	kinase.subfamily	branch.coords	branch.val	branch.group	branch.col	node.x	node.y	node.group	node.val.col	node.val.radius	node.radius	node.col	node.strokewidth	node.strokecol	text.x	text.y	text.col	text.font	text.size	text.label	ode.opacity	node.selected	nodeorder	branchorder
MTMR7	.	.	.	.	.	.	.	.	.	M672.613,388.778c-0.051,0.019-0.099,0.049-0.15,0.073c-7.028,4.388-15.99,1.549-24.006,2.222c-4.839,0.407-8.432,3.402-12.635,4.994c-2.694,1.02-5.745,0.838-8.609,1.936c-2.707,1.036-4.754,3.146-7.183,3.817c-1.365,0.376-4.185-0.098-4.185-0.098c-6.066-0.743-12.315-0.681-17.687-0.544c-17.816,0.457-30.015,1.381-50.06-9.686c-17.243-9.514-35.148-25.866-48.232-35.107c-13.783-9.74-23.063-12.396-49.942-18.036c-3.75-0.786-11.192-2.194-15.005-2.264c-1.474,0.126-2.263,1.265-2.221,2.399c0.041,1.143,0.917,2.027,1.927,2.191c0,0,1.872,0.133,3.056,0.251c6.052,0.606,11.897,1.89,20.776,3.742c9.415,1.966,19.181,4.16,27.619,8.147c12.937,6.113,24.001,16.913,43.105,30.613c26.552,19.039,41.446,21.229,58.495,20.894c9.27-0.174,18.323-1.053,27.704-0.146c0.077,0.008,2.878,0.32,2.942,0.321c1.79,0.06,3.281-0.522,4.752-1.369c0.591-0.341,1.179-0.72,1.782-1.124c1.777-1.203,2.671-1.795,4.464-2.296c2.561-0.701,4.785-0.65,7.495-1.78c3.865-1.608,7.273-4.356,11.262-4.94c7.411-1.085,17.305,2.146,25.123-2.657c0.095-0.057,0.186-0.111,0.266-0.185c0.193-0.183,0.285-0.464,0.245-0.726C673.616,388.873,673.066,388.609,672.613,388.778z	.	.	.	679.849	384.316	.	.	.	.	.	.	.	675.5956	386.7927	.	.	.	.	.	.	.	.
MTMR6	.	.	.	.	.	.	.	.	.	M669.977,377.915c-0.319-0.371-0.839-0.37-1.157-0.102c-0.044,0.035-0.077,0.079-0.117,0.119c-1.608,2.013-3.537,3.989-5.866,5.052c-1.929,0.883-3.794,0.667-6.731,2.34c-2.418,1.382-3.027,2.452-4.154,3.862c-1.386,1.731-2.025,1.785-3.258,1.873c-0.099,0.008-0.853,0.052-1.852,0.253c-4.054,0.839-7.3,3.345-11.021,4.755c-2.694,1.02-5.745,0.838-8.609,1.936c-2.707,1.036-4.754,3.146-7.183,3.817c-1.365,0.376-4.185-0.098-4.185-0.098c-6.066-0.743-12.315-0.681-17.687-0.544c-17.816,0.457-30.015,1.381-50.06-9.686c-17.243-9.514-35.148-25.866-48.232-35.107c-13.783-9.74-23.063-12.396-49.942-18.036c-3.75-0.786-11.192-2.194-15.005-2.264c-1.474,0.126-2.263,1.265-2.221,2.399c0.041,1.143,0.917,2.027,1.927,2.191c0,0,1.872,0.133,3.056,0.251c6.052,0.606,11.897,1.89,20.776,3.742c9.415,1.966,19.181,4.16,27.619,8.147c12.937,6.113,24.001,16.913,43.105,30.613c26.552,19.039,41.446,21.229,58.495,20.894c9.27-0.174,18.323-1.053,27.704-0.146c0.077,0.008,2.878,0.32,2.942,0.321c1.79,0.06,3.281-0.522,4.752-1.369c0.591-0.341,1.179-0.72,1.782-1.124c1.777-1.203,2.671-1.795,4.464-2.296c2.561-0.701,4.785-0.65,7.495-1.78c1.541-0.641,3.059-1.478,4.536-2.279c0.425-0.23,0.844-0.478,1.265-0.691c0.804-0.407,1.542-0.769,2.292-1.08c0.882-0.367,1.802-0.642,2.733-0.816c1-0.197,3.532-0.286,5.135-2.071c0.179-0.199,0.362-0.412,0.554-0.659c0.639-0.819,1.212-1.701,2.004-2.365c5.029-4.234,7.935-0.592,14.578-8.91c0.062-0.078,0.124-0.154,0.168-0.241C670.225,378.529,670.182,378.16,669.977,377.915z	.	.	.	671.922	370.149	.	.	.	.	.	.	.	675.3733	372.4932	.	.	.	.	.	.	.	.
MTMR8	.	.	.	.	.	.	.	.	.	M670.112,401.586c-0.04-0.036-0.088-0.066-0.135-0.099c-9.21-5.154-15.816-2.388-23.43-2.56c-2.553-0.058-5.534-0.524-7.799-1.663c-1.573-0.791-2.117-1.366-4.485-0.727c-2.28,0.532-4.726,0.574-7.05,1.465c-2.707,1.036-4.754,3.146-7.183,3.817c-1.365,0.376-4.185-0.098-4.185-0.098c-6.066-0.743-12.315-0.681-17.687-0.544c-17.816,0.457-30.015,1.381-50.06-9.686c-17.243-9.514-35.148-25.866-48.232-35.107c-13.783-9.74-23.063-12.396-49.942-18.036c-3.75-0.786-11.192-2.194-15.005-2.264c-1.474,0.126-2.263,1.265-2.221,2.399c0.041,1.143,0.917,2.027,1.927,2.191c0,0,1.872,0.133,3.056,0.251c6.052,0.606,11.897,1.89,20.776,3.742c9.415,1.966,19.181,4.16,27.619,8.147c12.937,6.113,24.001,16.913,43.105,30.613c26.552,19.039,41.446,21.229,58.495,20.894c9.27-0.174,18.323-1.053,27.704-0.146c0.077,0.008,2.878,0.32,2.942,0.321c1.79,0.06,3.281-0.522,4.752-1.369c0.591-0.341,1.179-0.72,1.782-1.124c1.777-1.203,2.671-1.795,4.464-2.296c2.201-0.602,4.158-0.663,6.385-1.384c0.269-0.087,0.558-0.068,0.804,0.073c1.112,0.635,4.729,2.41,10.357,2.373c7.636-0.032,13.622-2.615,22.178,2.084c0.091,0.047,0.182,0.106,0.285,0.139c0.255,0.08,0.544,0.026,0.755-0.139C670.484,402.552,670.508,401.918,670.112,401.586z	.	.	.	676.467	407.094	.	.	.	.	.	.	.	673.2678	408.8508	.	.	.	.	.	.	.	.
MTMR10	.	.	.	.	.	.	.	.	.	M624.231,347.058c-0.243-0.486-0.854-0.582-1.237-0.284c-0.044,0.034-0.08,0.076-0.121,0.114c-6.639,7.753-6.348,14.871-7.636,19.838c-1.662,6.375-6.081,9.285-10.669,18.478c-2.655,5.314-3.159,8.802-3.431,10.233c-0.128,0.662-0.346,1.644-0.84,2.104c-0.521,0.482-3.362,2.125-5.522,2.877c-2.661,0.929-5.747,1.019-8.693,0.995c-12.066-0.031-22.764-1.519-37.983-9.922c-17.243-9.514-35.148-25.866-48.232-35.107c-13.783-9.74-23.063-12.396-49.942-18.036c-3.75-0.786-11.192-2.194-15.005-2.264c-1.474,0.126-2.263,1.265-2.221,2.399c0.041,1.143,0.917,2.027,1.927,2.191c0,0,1.872,0.133,3.056,0.251c6.052,0.606,11.897,1.89,20.776,3.742c9.415,1.966,19.181,4.16,27.619,8.147c12.937,6.113,24.001,16.913,43.105,30.613c25.645,18.389,40.416,21.059,56.757,20.918c1.444-0.019,2.108-0.034,2.151-0.035c3.021-0.131,5.902-0.556,8.771-1.839c0.61-0.274,1.605-0.769,2.59-1.321c1.138-0.637,2.264-1.351,2.772-1.903c1.174-1.268,1.329-3.179,1.57-4.559c0.82-4.704,2.942-9.165,5.358-13.257c4.58-7.724,7.064-8.953,8.391-16.962c0.643-3.901,1.124-10.061,6.482-16.395c0.066-0.078,0.139-0.156,0.193-0.249C624.344,347.592,624.352,347.295,624.231,347.058z	.	.	.	627.929	340.077	.	.	.	.	.	.	.	628.4857	340.0149	.	.	.	.	.	.	.	.
MTMR11	.	.	.	.	.	.	.	.	.	M613.515,346.694c-0.273-0.443-0.9-0.496-1.259-0.149c-0.04,0.038-0.073,0.084-0.109,0.126c-1.389,2.011-1.953,4.321-2.102,6.74c-0.234,3.679,0.405,5.882,0.328,11.685c-0.025,1.743-0.083,3.56-0.569,5.362c-0.488,1.812-1.417,3.784-1.847,5.835c-0.338,1.626-0.166,2.856-0.603,3.964c-0.906,1.444-1.841,3.058-2.784,4.948c-2.655,5.314-3.159,8.802-3.431,10.233c-0.128,0.662-0.346,1.644-0.84,2.104c-0.521,0.482-3.362,2.125-5.522,2.877c-2.661,0.929-5.747,1.019-8.693,0.995c-12.066-0.031-22.764-1.519-37.983-9.922c-17.243-9.514-35.148-25.866-48.232-35.107c-13.783-9.74-23.063-12.396-49.942-18.036c-3.75-0.786-11.192-2.194-15.005-2.264c-1.474,0.126-2.263,1.265-2.221,2.399c0.041,1.143,0.917,2.027,1.927,2.191c0,0,1.872,0.133,3.056,0.251c6.052,0.606,11.897,1.89,20.776,3.742c9.415,1.966,19.181,4.16,27.619,8.147c12.937,6.113,24.001,16.913,43.105,30.613c25.645,18.389,40.416,21.059,56.757,20.918c1.444-0.019,2.108-0.034,2.151-0.035c3.021-0.131,5.902-0.556,8.771-1.839c0.61-0.274,1.605-0.769,2.59-1.321c1.138-0.637,2.264-1.351,2.772-1.903c1.174-1.268,1.329-3.179,1.57-4.559c0.804-4.611,2.851-8.987,5.208-13.013c0.544-0.902,0.491-0.552,0.771-4.013c0.034-0.431,0.107-0.864,0.199-1.297c0.33-1.544,0.962-3.097,1.425-4.644c0.553-1.846,0.726-3.51,0.748-5.437c0.07-5.289-0.305-7.092-0.434-10.034c-0.13-2.947,0.046-5.993,1.69-8.492c0.066-0.098,0.135-0.191,0.182-0.299C613.683,347.213,613.657,346.917,613.515,346.694z	.	.	.	617.62	339.856	.	.	.	.	.	.	.	597.5587	342.8967	.	.	.	.	.	.	.	.
MTMR12	.	.	.	.	.	.	.	.	.	M633.403,353.34c-0.055-0.001-0.113,0.009-0.168,0.013c-1.179,0.213-2.365,0.498-3.427,1.052c-2.938,1.535-4.519,4.658-6.705,6.793c-1.441,1.397-2.351,1.685-4.749,2.315c-0.267,0.07-0.502,0.146-0.721,0.225c-0.001,0.005-0.002,0.01-0.003,0.016c-1.526,0.555-1.96,1.316-2.197,2.139c-0.062,0.283-0.126,0.563-0.196,0.833c-0.004,0.016-0.009,0.03-0.013,0.045c-1.671,6.342-6.079,9.262-10.656,18.433c-2.655,5.314-3.159,8.802-3.431,10.233c-0.128,0.662-0.346,1.644-0.84,2.104c-0.521,0.482-3.362,2.125-5.522,2.877c-2.661,0.929-5.747,1.019-8.693,0.995c-12.066-0.031-22.764-1.519-37.983-9.922c-17.243-9.514-35.148-25.866-48.232-35.107c-13.783-9.74-23.063-12.396-49.942-18.036c-3.75-0.786-11.192-2.194-15.005-2.264c-1.474,0.126-2.263,1.265-2.221,2.399c0.041,1.143,0.917,2.027,1.927,2.191c0,0,1.872,0.133,3.056,0.251c6.052,0.606,11.897,1.89,20.776,3.742c9.415,1.966,19.181,4.16,27.619,8.147c12.937,6.113,24.001,16.913,43.105,30.613c25.645,18.389,40.416,21.059,56.757,20.918c1.444-0.019,2.108-0.034,2.151-0.035c3.021-0.131,5.902-0.556,8.771-1.839c0.61-0.274,1.605-0.769,2.59-1.321c1.138-0.637,2.264-1.351,2.772-1.903c1.174-1.268,1.329-3.179,1.57-4.559c0.82-4.704,2.942-9.165,5.358-13.257c4.009-6.762,6.412-8.547,7.84-14.26c0.047-0.187,0.094-0.394,0.138-0.59c0.142-0.569,0.198-0.59,0.198-0.59c0.394-0.551,1.566-0.771,2.219-0.962c2.386-0.696,3.353-1.262,4.614-2.471c2.268-2.193,3.832-5.323,6.42-6.685c0.912-0.48,1.927-0.712,2.953-0.9c0.055-0.016,0.106-0.026,0.161-0.046c0.245-0.099,0.438-0.326,0.493-0.584C634.303,353.822,633.897,353.351,633.403,353.34z	.	.	.	641.674	352.714	.	.	.	.	.	.	.	637.3527	354.425	.	.	.	.	.	.	.	.
SBF2	.	.	.	.	.	.	.	.	.	M651.95,375.436c-0.223-0.143-0.518-0.17-0.763-0.067c-0.051,0.021-0.099,0.053-0.146,0.079c-1.358,0.924-2.767,1.753-4.249,2.435c-1.951,0.898-3.034,1.096-5.913,1.291c-2.626,0.177-4.329,0.301-6.245,1.169c-2.516,1.137-4.575,3.097-6.957,3.998c-1.735,0.657-3.363,0.456-5.227,0.681c-7.335,0.893-13.39,6.184-18.745,10.19c-0.369,0.276-0.735,0.546-1.097,0.808c-0.996,0.718-1.901,1.316-2.767,1.857c-0.156,0.105-0.339,0.221-0.549,0.348c-1.148,0.697-2.994,1.664-4.516,2.194c-2.661,0.929-5.747,1.019-8.693,0.995c-12.066-0.031-22.764-1.519-37.983-9.922c-17.243-9.514-35.148-25.866-48.232-35.107c-13.783-9.74-23.063-12.396-49.942-18.036c-3.75-0.786-11.192-2.194-15.005-2.264c-1.474,0.126-2.263,1.265-2.221,2.399c0.041,1.143,0.917,2.027,1.927,2.191c0,0,1.872,0.133,3.056,0.251c6.052,0.606,11.897,1.89,20.776,3.742c9.415,1.966,19.181,4.16,27.619,8.147c12.937,6.113,24.001,16.913,43.105,30.613c25.645,18.389,40.416,21.059,56.757,20.918c1.444-0.019,2.108-0.034,2.151-0.035c3.021-0.131,5.902-0.556,8.771-1.839c0.61-0.274,1.605-0.769,2.59-1.321c0.718-0.402,1.429-0.834,1.986-1.237c4.12-2.71,7.245-5.736,11.299-8.545c8.342-5.773,11.682-3.858,15.25-5.117c3.37-1.194,5.807-4.108,8.99-4.878c4.782-1.158,7.233,0.717,14.885-4.49c0.075-0.054,0.164-0.111,0.237-0.184C652.434,376.348,652.408,375.73,651.95,375.436z	.	.	.	657.858	370.782	.	.	.	.	.	.	.	653.6476	372.7148	.	.	.	.	.	.	.	.
SBF1	.	.	.	.	.	.	.	.	.	M645.135,368.232c-0.299-0.323-0.843-0.321-1.161-0.011c-0.04,0.039-0.073,0.085-0.106,0.128c-0.906,1.337-1.764,2.503-3.084,3.529c-3.458,2.673-9.347,2.929-11.866,7.015c-1.349,2.206-1.633,4.913-3.533,5.739c-0.758,0.33-1.582,0.227-2.935,0.39c-7.335,0.893-13.39,6.184-18.745,10.19c-0.369,0.276-0.735,0.546-1.097,0.808c-0.996,0.718-1.901,1.316-2.767,1.857c-0.156,0.105-0.339,0.221-0.549,0.348c-1.148,0.697-2.994,1.664-4.516,2.194c-2.661,0.929-5.747,1.019-8.693,0.995c-12.066-0.031-22.764-1.519-37.983-9.922c-17.243-9.514-35.148-25.866-48.232-35.107c-13.783-9.74-23.063-12.396-49.942-18.036c-3.75-0.786-11.192-2.194-15.005-2.264c-1.474,0.126-2.263,1.265-2.221,2.399c0.041,1.143,0.917,2.027,1.927,2.191c0,0,1.872,0.133,3.056,0.251c6.052,0.606,11.897,1.89,20.776,3.742c9.415,1.966,19.181,4.16,27.619,8.147c12.937,6.113,24.001,16.913,43.105,30.613c25.645,18.389,40.416,21.059,56.757,20.918c1.444-0.019,2.108-0.034,2.151-0.035c3.021-0.131,5.902-0.556,8.771-1.839c0.61-0.274,1.605-0.769,2.59-1.321c0.718-0.402,1.429-0.834,1.986-1.237c4.12-2.71,7.245-5.736,11.299-8.545c10.488-7.258,12.882-2.121,15.847-7.424c1.412-2.527,1.144-4.311,3.844-6.117c2.471-1.65,5.768-2.288,8.421-3.963c1.863-1.175,3.088-2.675,4.311-4.483c0.058-0.087,0.113-0.166,0.153-0.26C645.431,368.824,645.361,368.46,645.135,368.232z	.	.	.	648.214	360.917	.	.	.	.	.	.	.	641.5654	363.7363	.	.	.	.	.	.	.	.
MTMR4	.	.	.	.	.	.	.	.	.	M600.513,445.201c-0.044-0.036-0.095-0.062-0.139-0.095c-2.137-1.282-3.442-3.039-4.011-4.851c-0.601-1.91-0.187-4.102-0.573-6.256c-0.444-2.515-1.84-3.687-3.289-5.136c-1.787-1.787-1.758-2.438-1.978-3.438c-0.945-4.413-2.665-7.497-5.026-10.494c-2.91-3.688-4.274-4.84-6.583-10.744c-0.079-0.203-0.16-0.41-0.241-0.622c-0.634-1.654-0.459-2.384-3.588-2.771c-8.132-1.006-16.482-3.504-26.986-9.303c-17.243-9.514-35.148-25.866-48.232-35.107c-13.783-9.74-23.063-12.396-49.942-18.036c-1.199-0.251-2.777-0.566-4.491-0.88c-0.209-0.038-2.273-0.4-2.407-0.423c-2.838-0.477-5.739-0.876-7.771-0.949c-0.034-0.002-0.067-0.006-0.101-0.009c-0.064-0.001-0.12-0.002-0.177-0.002c-0.019,0-0.04-0.002-0.059-0.002c-0.007,0.001-0.013,0.003-0.021,0.004c-0.066,0.002-0.132,0.005-0.21,0.016c-0.42,0.057-0.797,0.233-1.112,0.484c-0.018,0.014-0.035,0.029-0.052,0.044c-0.081,0.067-0.154,0.139-0.223,0.215c-0.035,0.039-0.07,0.077-0.103,0.118c-0.048,0.061-0.091,0.125-0.132,0.19c-0.031,0.048-0.064,0.094-0.091,0.145c-0.052,0.096-0.095,0.195-0.132,0.296c-0.007,0.02-0.018,0.038-0.025,0.058c-0.04,0.116-0.07,0.236-0.091,0.359c-0.001,0.009,0,0.017-0.002,0.026c-0.023,0.148-0.034,0.297-0.028,0.446l0,0c0.001,0.04,0.011,0.076,0.015,0.115c0.01,0.111,0.022,0.222,0.047,0.328c0.011,0.045,0.028,0.087,0.042,0.131c0.029,0.096,0.06,0.191,0.101,0.281c0.02,0.045,0.045,0.087,0.068,0.13c0.043,0.082,0.089,0.161,0.142,0.237c0.032,0.045,0.066,0.088,0.101,0.131c0.052,0.065,0.107,0.126,0.165,0.185c0.043,0.043,0.088,0.085,0.134,0.125c0.058,0.05,0.119,0.095,0.181,0.139c0.052,0.037,0.104,0.073,0.159,0.105c0.069,0.041,0.142,0.074,0.216,0.107c0.052,0.023,0.102,0.05,0.156,0.07c0.129,0.047,0.262,0.085,0.4,0.107c0.137,0.022,0.785,0.062,1.086,0.081c0.073,0.006,0.154,0.012,0.231,0.018c0.689,0.051,1.379,0.115,2.069,0.187c0.213,0.022,1.721,0.196,2.263,0.267c0.553,0.072,1.916,0.271,2.044,0.291c0.876,0.133,1.751,0.285,2.627,0.437c3.873,0.681,8.131,1.59,13.511,2.712c9.415,1.966,19.181,4.16,27.619,8.147c12.937,6.113,24.001,16.913,43.105,30.613c20.284,14.544,33.764,19.252,46.599,20.516c0.185,0.018,0.34,0.132,0.409,0.304c0.27,0.678,0.78,1.931,1.164,2.739c4.102,8.899,8.943,9.401,11.228,18.59c0.253,1,0.297,1.665,1.051,2.796c1.178,1.764,3.068,2.822,3.946,4.46c0.996,1.853,0.542,4.449,0.883,6.636c0.446,2.897,2.428,5.466,4.902,6.95c0.113,0.066,0.223,0.142,0.347,0.182c0.252,0.084,0.544,0.033,0.756-0.128C600.894,446.15,600.877,445.525,600.513,445.201z	.	.	.	606.985	450.5	.	.	.	.	.	.	.	602.1041	453.6331	.	.	.	.	.	.	.	.
MTMR3	.	.	.	.	.	.	.	.	.	M588.114,443.759c-0.805-6.268,2.907-6.734,2.878-13.809c-0.002-0.547-0.021-1.123-0.072-1.755c-0.37-4.478-1.909-8.874-5.407-13.255c-2.934-3.675-4.29-4.849-6.6-10.753c-0.079-0.203-0.16-0.41-0.241-0.622c-0.634-1.654-0.459-2.384-3.588-2.77c-8.132-1.006-16.482-3.504-26.986-9.303c-17.243-9.514-35.148-25.866-48.232-35.107c-13.783-9.74-23.063-12.396-49.942-18.036c-1.199-0.251-2.777-0.566-4.491-0.88c-0.209-0.038-2.273-0.4-2.407-0.423c-2.838-0.477-5.739-0.876-7.771-0.949c-0.034-0.002-0.067-0.006-0.101-0.009c-0.064-0.001-0.12-0.002-0.177-0.002c-0.019,0-0.04-0.002-0.059-0.002c-0.007,0.001-0.013,0.003-0.021,0.004c-0.066,0.002-0.132,0.005-0.21,0.016c-0.42,0.057-0.797,0.233-1.112,0.484c-0.018,0.014-0.035,0.029-0.052,0.044c-0.081,0.067-0.154,0.139-0.223,0.215c-0.035,0.039-0.07,0.077-0.103,0.118c-0.048,0.061-0.091,0.125-0.132,0.19c-0.031,0.048-0.064,0.094-0.091,0.145c-0.052,0.096-0.095,0.195-0.132,0.296c-0.007,0.02-0.018,0.038-0.025,0.058c-0.04,0.116-0.07,0.236-0.091,0.359c-0.001,0.009,0,0.017-0.002,0.026c-0.023,0.148-0.034,0.297-0.028,0.446l0,0c0.001,0.04,0.011,0.076,0.015,0.115c0.01,0.111,0.022,0.222,0.047,0.328c0.011,0.045,0.028,0.087,0.042,0.131c0.029,0.096,0.06,0.191,0.101,0.281c0.02,0.045,0.045,0.087,0.068,0.13c0.043,0.082,0.089,0.161,0.142,0.237c0.032,0.045,0.066,0.088,0.101,0.131c0.052,0.065,0.107,0.126,0.165,0.185c0.043,0.043,0.088,0.085,0.134,0.125c0.058,0.05,0.119,0.095,0.181,0.139c0.052,0.037,0.104,0.073,0.159,0.105c0.069,0.041,0.142,0.074,0.216,0.107c0.052,0.023,0.102,0.05,0.156,0.07c0.129,0.047,0.262,0.085,0.4,0.107c0.137,0.022,0.785,0.062,1.086,0.081c0.073,0.006,0.154,0.012,0.231,0.018c0.689,0.051,1.379,0.115,2.069,0.187c0.213,0.022,1.721,0.196,2.263,0.267c0.553,0.072,1.916,0.271,2.044,0.291c0.876,0.133,1.751,0.285,2.627,0.437c3.873,0.681,8.131,1.59,13.511,2.712c9.415,1.966,19.181,4.16,27.619,8.147c12.937,6.113,24.001,16.913,43.105,30.613c20.284,14.544,33.764,19.252,46.599,20.516c0.184,0.018,0.34,0.132,0.409,0.304c0.271,0.678,0.78,1.931,1.165,2.739c4.02,8.72,8.742,9.398,11.081,18.068c0.068,0.261,0.15,0.521,0.21,0.782c0.777,3.398,0.699,6.743-0.285,9.193c-0.844,2.11-1.983,3.586-2.011,6.935c-0.015,1.694,0.27,3.409,0.854,5.015c0.04,0.109,0.073,0.215,0.135,0.31c0.142,0.226,0.401,0.372,0.664,0.383c0.517,0.025,0.924-0.453,0.843-0.953c-0.007-0.055-0.029-0.106-0.044-0.161C588.465,445.66,588.238,444.715,588.114,443.759z	.	.	.	591.058	454.745	.	.	.	.	.	.	.	571.621	457.0369	.	.	.	.	.	.	.	.
PALD1	.	.	.	.	.	.	.	.	.	M380.684,296.093c0.211,0.179,0.241,0.341,0.311,0.584c8.464,29.575,39.227,10.085,56.078,40.63c1.327,2.743-2.537,4.854-4.085,2.16c-0.61-1.061-1.943-3.99-4.808-7.359c-15.058-17.706-39.088-6.566-47.914-32.217c-0.12-0.349-0.912-2.772-0.934-3.119C379.284,296.046,380.138,295.627,380.684,296.093z	.	.	.	379.735	288.068	.	.	.	.	.	.	.	368.7385	291.3915	.	.	.	.	.	.	.	.
PTPN6	.	.	.	.	.	.	.	.	.	M450.227,82.962c5.551,6.334,4.833,11.177,5.19,16.303c0.207,3.009,0.723,4.816,2.117,7.504c1.646,3.196,3.766,6.192,4.398,9.984c0.692,4.117,0.735,8.841,0.555,13.011c-1.457,33.898-9.497,74.763,6.709,110.113c0.967,2.107,2.091,4.143,3.157,6.169c4.368,8.286,4.699,12.326,4.234,24.221c-0.39,9.738-0.338,33.221-15.192,51.062c-3.351,4.026-6.551,6.763-10.603,9.877c-3.562,2.728-8.318,6.083-12.281,8.133c-0.615,0.318-2.265,1.122-2.932,1.295c-1,0.26-2.153-0.206-2.648-1.225c-0.562-1.148-0.074-2.545,1.062-3.092c0.14-0.068,0.287-0.116,0.431-0.171c4.698-1.792,12.901-7.729,17.055-11.134c11.996-9.875,17.608-23.126,19.925-38.309c1.007-6.659,1.145-12.165,1.24-14.59c0.252-6.143,0.872-12.755-0.898-18.345c-1.281-4.042-3.643-7.641-5.577-11.886c-16.527-36.435-8.18-78.105-5.953-111.964c0.283-4.164,0.353-8.67-0.259-12.837c-0.503-3.401-2.455-6.271-4.011-9.374c-1.741-3.455-2.159-5.571-2.314-9.453c-0.176-4.593,0.154-8.775-4.767-14.352c-0.088-0.119-0.117-0.143-0.164-0.282c-0.115-0.341,0.009-0.765,0.369-0.975c0.176-0.104,0.296-0.103,0.46-0.107C449.902,82.596,449.976,82.674,450.227,82.962z	.	.	.	444.328	76.135	.	.	.	.	.	.	.	440.4886	78.9702	.	.	.	.	.	.	.	.
PTPN11	.	.	.	.	.	.	.	.	.	M472.353,246.046c-1.066-2.026-2.19-4.062-3.157-6.169c-16.206-35.35-8.166-76.216-6.709-110.113c0.243-5.631-0.027-8.563-0.365-12.316c-0.321-3.567-0.492-6.99,0.263-10.435c0.911-4.21,3.914-7.286,5.99-10.971c2.168-3.846,3.179-8.347,2.931-12.654c-0.166-1.093-1.504-0.95-1.635-0.076c-0.015,0.116,0.008,0.473,0.011,0.595c0.145,3.694-0.76,7.749-2.756,11.256c-3.138,5.518-6.554,7.548-6.949,16.113c-0.031,0.666-0.048,1.359-0.041,2.109c0.026,2.655,0.222,4.614,0.358,6.846c0.06,0.849,0.118,2.254,0.129,3.584c0.012,2.062-0.071,4.121-0.206,6.102c-2.226,33.859-10.574,75.529,5.953,111.964c1.934,4.245,4.297,7.844,5.577,11.886c1.77,5.59,1.149,12.202,0.898,18.345c-0.096,2.426-0.234,7.931-1.24,14.591c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c14.854-17.841,14.802-41.324,15.192-51.062C477.052,258.372,476.722,254.332,472.353,246.046z	.	.	.	469.479	74.583	.	.	.	.	.	.	.	467.2002	77.4941	.	.	.	.	.	.	.	.
PTPN7	.	.	.	.	.	.	.	.	.	M472.353,246.046c-1.066-2.026-2.19-4.062-3.157-6.169c-10.197-22.242-9.486-44.812-9.939-46.791c-0.069-0.301-0.177-0.468-0.343-0.698c-0.529-0.519-1.543-1.31-2.77-2.646c-1.88-2.048-4.264-5.39-6.198-11.09c-4.757-13.98-2.947-30.052-8.557-39.8c-1.655-2.875-2.079-2.733-3.571-3.616c-3.744-2.213-7.104-5.237-9.277-9.004c-2.045-3.544-1.582-5.654-5.588-11.19c-2.254-3.113-5.231-5.972-8.303-8.302c-0.911-0.691-1.952-1.237-2.859-1.959c-0.834-0.663-1.908,0.417-1.063,1.256c0.821,0.664,2.108,1.38,3.263,2.286c2.953,2.318,5.681,4.971,7.814,8.075c0.986,1.435,1.916,2.931,2.574,4.559c0.875,2.165,1.435,4.333,2.719,6.538c2.276,3.91,5.712,7.134,9.644,9.567c0.371,0.229,1.22,0.656,1.504,0.973c0.476,0.53,1.709,2.576,2.572,4.957c4.421,12.199,0.712,38.246,15.403,51.113c0.457,16.204,3,32.453,9.95,47.776c1.934,4.245,4.297,7.844,5.577,11.886c1.77,5.59,1.149,12.202,0.898,18.345c-0.096,2.426-0.234,7.931-1.24,14.591c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c14.854-17.841,14.802-41.324,15.192-51.062C477.052,258.372,476.722,254.332,472.353,246.046z	.	.	.	404.214	100.11	.	.	.	.	.	.	.	384.7324	103.2458	.	.	.	.	.	.	.	.
